id,name,entries,breach_date,unverified,passwordless,compilation
389,Bolt.cd,"{'l': 0, 'e': 618524}",2017-03,0,0,0
390,BTCF.fi,"{'l': 0, 'e': 3220}",2016-03,0,0,0
391,BTUN.net,"{'l': 0, 'e': 111239}",2012-11,0,0,0
392,CardingMafia.ws,"{'l': 0, 'e': 28853}",2016-01,0,0,0
393,ClickPay24.ru,"{'l': 0, 'e': 2436}",,0,0,0
394,CrackingForum.com,"{'l': 0, 'e': 467399}",2014-11,0,0,0
395,Daemon-Tools.сс,"{'l': 0, 'e': 169884}",,0,0,0
396,DaFont.com,"{'l': 0, 'e': 661115}",2017-05,0,0,0
397,DFB.de,"{'l': 0, 'e': 2657556}",,0,0,0
398,DrinkSite.com,"{'l': 0, 'e': 179737}",2015-11,0,0,0
399,Dropbox.com,"{'e': 26420500, 'l': 0}",2012-07,0,0,0
400,DTBooterCompilation,"{'l': 0, 'e': 91856}",,0,0,0
401,EAPMovies.com,"{'l': 0, 'e': 73397}",,0,0,0
402,EazySubs.com,"{'l': 0, 'e': 24265}",2011-09,0,0,0
403,Education.Zyxel.com,"{'l': 0, 'e': 29068}",,0,0,0
404,EliteFitness.com,"{'l': 0, 'e': 334740}",2015-11,0,0,0
405,Collection 1,"{'l': 21880472, 'e': 231052257}",2019-01,0,0,1
406,Eroticy.com,"{'l': 0, 'e': 1534375}",2015-05,0,0,0
407,EsandarecRuitment.com,"{'l': 0, 'e': 9277}",,0,0,0
408,FL.ru,"{'l': 0, 'e': 113870}",2015-01,0,0,0
409,FoN,"{'l': 0, 'e': 26266}",,0,0,0
410,ForumFree.it,"{'l': 0, 'e': 892832}",2016-05,0,0,0
411,FrumTeens.com,"{'l': 0, 'e': 10932}",,0,0,0
412,GiorGiotave.it,"{'l': 0, 'e': 60083}",,0,0,0
413,GratisGodis.se,"{'l': 0, 'e': 254109}",,0,0,0
414,HostSearch.com,"{'l': 0, 'e': 55890}",2015-09,0,0,0
415,Im286.net,"{'l': 0, 'e': 334281}",2016-10,0,0,0
416,InBoot.me,"{'l': 0, 'e': 75813}",2016-06,0,0,0
417,InterPals.net,"{'l': 0, 'e': 2059053}",2015-11,0,0,0
418,Izzit.org,"{'l': 0, 'e': 224079}",2016-01,0,0,0
419,Libero.it,"{'l': 0, 'e': 417805}",2016-06,0,0,0
420,LifeTip.iCross.co.kr,"{'l': 0, 'e': 1045373}",2017-03,0,0,0
421,LovingFerrets.com,"{'l': 0, 'e': 134978}",2016-01,0,0,0
422,MajorGeeks.com,"{'l': 0, 'e': 173207}",2015-11,0,0,0
423,MalwareBytes.org,"{'l': 48618, 'e': 81304}",2014-11,0,0,0
424,MangaFox.me,"{'l': 0, 'e': 368497}",2016-07,0,0,0
425,MechoDownload.com,"{'l': 0, 'e': 297300}",2013-09,0,0,0
426,MilitarySingles.com,"{'l': 0, 'e': 142551}",,0,0,0
427,MoDaCo.com,"{'l': 0, 'e': 446982}",2015-12,0,0,0
428,MuslimMatch.com,"{'l': 0, 'e': 50571}",2016-05,0,0,0
429,MyRepoSpace.com,"{'l': 0, 'e': 211524}",2015-03,0,0,0
430,NodusGriefing.com,"{'l': 0, 'e': 42094}",2012-11,0,0,0
431,Nulled.io,"{'e': 513287, 'l': 485320}",2016-05,0,0,0
432,OshoWorld.com,"{'l': 0, 'e': 57190}",,0,0,0
433,Oulfa.fr,"{'l': 0, 'e': 264811}",2014-11,0,0,0
434,OwnagePranks.com,"{'l': 0, 'e': 75274}",2016-07,0,0,0
435,PCMasters.de,"{'l': 0, 'e': 37983}",2016-06,0,0,0
436,Planet3dnow.de,"{'l': 0, 'e': 46891}",2016-08,0,0,0
437,Plex.tv,"{'l': 0, 'e': 122585}",2014-11,0,0,0
438,PPCGeeks.com,"{'l': 0, 'e': 297479}",2016-07,0,0,0
439,ProgrammingForums.org,"{'l': 445034, 'e': 155}",2014-11,0,0,0
440,RemoteStaff.com.au,"{'l': 0, 'e': 72932}",2016-02,0,0,0
441,RN.org,"{'l': 0, 'e': 259220}",2016-01,0,0,0
442,Scam.com,"{'l': 0, 'e': 293043}",2015-11,0,0,0
443,Sciax2.it,"{'l': 0, 'e': 221116}",,0,0,0
444,Sensimillalebest,"{'l': 0, 'e': 15942}",2016-03,0,0,0
445,Short-Fiction.co.uk,"{'l': 0, 'e': 11064}",2016-04,0,0,0
446,ShowMe.com,"{'l': 0, 'e': 452692}",2016-11,0,0,0
447,Sirumem.com,"{'l': 0, 'e': 70468}",2015-08,0,0,0
448,Superbetter.com,"{'l': 0, 'e': 34015}",2016-12,0,0,0
449,TheBot.net,"{'l': 0, 'e': 72218}",2012-07,0,0,0
450,TienGanh.com.vn,"{'l': 0, 'e': 384212}",,0,0,0
451,TodoTorrents.com,"{'l': 0, 'e': 521173}",,0,0,0
452,Torrent-Invites.com,"{'l': 223999, 'e': 228332}",2016-07,0,0,0
453,Type-Together.com,"{'l': 0, 'e': 58026}",,0,0,0
454,VBForums.com,"{'l': 0, 'e': 129758}",2016-06,0,0,0
455,vBulletin.org,"{'l': 0, 'e': 413396}",2016-02,0,0,0
456,VHB.com,"{'l': 0, 'e': 14258}",2015-03,0,0,0
457,ViralNugget.com,"{'l': 0, 'e': 27756}",,0,0,0
458,Youku.com,"{'e': 60422911, 'l': 0}",2016-12,0,0,0
459,ZeroToHundred.com,"{'l': 0, 'e': 104213}",2016-06,0,0,0
460,Zoosk.com,"{'l': 0, 'e': 51593101}",2011-01,0,0,0
461,Socialkit.ru,"{'l': 0, 'e': 36505}",,0,0,0
462,Ulmon.com,"{'e': 122502, 'l': 0}",2020-01,0,0,0
463,LinkedIn.com,"{'l': 0, 'e': 54476656}",2012-05,0,0,0
464,D3scene.com,"{'e': 409637, 'l': 0}",2019-06,0,0,0
465,FirstVDS,"{'e': 27207, 'l': 0}",2012-08,0,0,0
466,vkmix.com,"{'e': 1816864, 'l': 1565567}",2020-02,0,0,0
467,xSplit,"{'e': 4375764, 'l': 2765669}",2013-11,0,0,0
468,Dailymotion/Dropbox/Canva/8fit Compilation,"{'l': 0, 'e': 396562}",,0,0,1
469,PinPics.com,"{'l': 0, 'e': 35647}",,0,0,0
470,Akiba-Heroine.com,"{'e': 160463, 'l': 0}",,0,0,0
471,BollywoodHunts.com,"{'l': 0, 'e': 87133}",,0,0,0
472,Anidub,"{'l': 0, 'e': 20419}",2018-07,0,0,0
473,Warmane.com,"{'l': 0, 'e': 834919}",2016-12,0,0,0
474,Shein.com,"{'l': 0, 'e': 21115951}",2018-06,0,0,0
475,Wishbone.io,"{'e': 8748563, 'l': 8026831}",2020-01,0,0,0
476,Screenblaze.com,"{'e': 260274, 'l': 0}",2016-11,0,0,0
477,MySpace.com,"{'l': 94546438, 'e': 336547108}",2008-07,0,0,0
478,DailyBooth.com,"{'l': 0, 'e': 1029945}",2020-04,0,0,0
479,CafeMom.com,"{'l': 0, 'e': 2628025}",2014-04,0,0,0
480,Sprashivai.ru,"{'l': 11590995, 'e': 12816712}",2015-05,0,0,0
481,LastCraft,"{'l': 0, 'e': 31904}",2018-11,0,0,0
482,TimeCraft,"{'l': 0, 'e': 2348}",2017-11,0,0,0
483,Evite.com,"{'l': 0, 'e': 10971532}",2013-08,0,0,0
484,Neopets.com,"{'l': 61768568, 'e': 32474454}",2013-05,0,0,0
485,Disqus.com,"{'e': 15342592, 'l': 0}",2012-07,0,0,0
486,Konduit,"{'l': 152669, 'e': 161849}",2020-04,0,0,0
487,Cristalix,"{'l': 49174, 'e': 49883}",2017-11,0,0,0
488,Ultraflix.com,"{'e': 603841, 'l': 0}",2020-05,0,0,0
489,ShortTask.com,"{'l': 0, 'e': 199595}",2020-05,0,0,0
490,Sonicbids.com,"{'e': 259573, 'l': 0}",2019-12,0,0,0
491,Nulled.ch,"{'e': 20867, 'l': 20778}",2020-05,0,0,0
492,Waydate.com,"{'l': 99627, 'e': 100336}",2017-11,0,0,0
493,Primegaming,"{'l': 0, 'e': 9427}",2016-04,0,0,0
494,Lifebear.com,"{'e': 2126093, 'l': 1889672}",2019-02,0,0,0
495,Mashacker.com,"{'l': 218891, 'e': 228019}",2020-02,0,0,0
496,Celebriti.com,"{'l': 0, 'e': 97354}",2020-04,0,0,0
497,AdultFriendFinder,"{'e': 108470726, 'l': 110299763}",2016-10,0,0,0
498,Taringa.net,"{'e': 27033279, 'l': 26836476}",2017-08,0,0,0
499,Twitter.com,"{'l': 1576451, 'e': 23703260}",2015-11,1,0,0
500,Chronicle.com,"{'e': 1335903, 'l': 1356629}",2020-05,0,0,0
501,Comcast,"{'l': 0, 'e': 590123}",2015-11,0,0,0
502,F.elex.com,"{'l': 0, 'e': 16744}",2016-06,0,0,0
503,HiAPK.com,"{'e': 7158173, 'l': 1785576}",2014-01,0,0,0
504,Crautos.com,"{'l': 0, 'e': 206571}",,0,0,0
505,AshleyMadison.com,"{'l': 15728896, 'e': 4260}",2015-07,0,0,0
506,TechnicPack.net,"{'e': 37432, 'l': 36154}",2018-10,0,0,0
507,Sreda.photo,"{'e': 24017, 'l': 0}",2020-04,0,0,0
508,SoulSplit,"{'l': 0, 'e': 1517}",,0,0,0
509,Weddbook.com,"{'e': 41369, 'l': 0}",2020-03,0,0,0
510,BlackSpigot.com,"{'e': 21439, 'l': 233211}",2019-07,0,0,0
511,Minube.com,"{'l': 815918, 'e': 1034494}",,0,0,0
512,Zomato.com,"{'e': 5747472, 'l': 0}",2017-05,0,0,0
513,Epicbot.com,"{'l': 632978, 'e': 643019}",2019-09,0,0,0
514,GoGames.me,"{'e': 2304470, 'l': 2163999}",2015-09,0,0,0
515,Kotofoto.ru,"{'l': 0, 'e': 15655}",2019-11,0,0,0
516,Nexva.com,"{'e': 94686, 'l': 0}",2020-01,0,0,0
517,Socialengineered.net,"{'e': 32331, 'l': 31439}",2019-05,0,0,0
518,360icons.com,"{'e': 30714, 'l': 30396}",2013-10,0,0,0
519,ikov.io,"{'e': 0, 'l': 253463}",2014-12,0,0,0
520,PocketGamer.co.uk,"{'l': 27372, 'e': 31395}",2017-11,0,0,0
521,PokeCommunity.com,"{'e': 265106, 'l': 250696}",2012-12,0,0,0
522,LyricsMania.com,"{'l': 102239, 'e': 107436}",2017-11,0,0,0
523,LeoTVHD.com,"{'l': 0, 'e': 24128}",2016-11,0,0,0
524,Mathway.com,"{'e': 15972297, 'l': 0}",2020-01,0,0,0
525,PoliceOne.com,"{'e': 467779, 'l': 432980}",2014-07,0,0,0
526,SaintsCraft,"{'l': 0, 'e': 2987}",2020-05,0,0,0
527,mariage.fr,"{'l': 0, 'e': 25266}",2017-11,0,0,0
528,newseasims.com,"{'e': 48841, 'l': 203751}",2016-07,0,0,0
529,Pasteware.team,"{'e': 696, 'l': 0}",2020-03,0,0,0
530,Fling.com,"{'l': 36024062, 'e': 40678431}",2011-03,0,0,0
531,JobTH.com,"{'l': 0, 'e': 2378161}",2018-11,0,0,0
532,Raetsel.de,"{'l': 0, 'e': 28474}",2016-07,0,0,0
533,CouponMom / ArmorGames,"{'l': 0, 'e': 11023029}",2014-02,0,0,0
534,FunFaceCam.com,"{'e': 17127, 'l': 16042}",2019-09,0,0,0
535,Foodora.com,"{'l': 0, 'e': 271384}",2016-04,0,0,0
536,Avito.ru,"{'l': 0, 'e': 28113803}",2016-11,1,0,0
537,TheFaveApp.com,"{'e': 381047, 'l': 0}",2015-11,0,0,0
538,VipHackForums.net,"{'e': 24470, 'l': 23119}",2013-11,0,0,0
539,Forum.CallOfGods.com,"{'l': 111424, 'e': 114678}",2017-01,0,0,0
540,LeKoolGames.com,"{'e': 2475344, 'l': 2005509}",2019-12,0,0,0
541,BellTreeForums.com,"{'e': 51753, 'l': 49275}",2015-11,0,0,0
542,IllegalPlanet.com,"{'l': 440, 'e': 449}",2020-05,0,0,0
543,Dirtycode.io,"{'l': 16910, 'e': 21794}",2020-05,0,0,0
544,PlanetCalypso.com,"{'e': 43907, 'l': 43092}",2019-07,0,0,0
545,MeFeedia.com,"{'e': 1950853, 'l': 0}",2020-04,0,0,0
546,SwordFantasy,"{'e': 1738488, 'l': 1694993}",2016-11,0,0,0
547,HackForums.net,"{'e': 156040, 'l': 147752}",2011-06,0,0,0
548,Gigasize.com,"{'l': 0, 'e': 1886070}",,0,0,0
549,DayCrafts.ru,"{'l': 39374, 'e': 40797}",2016-10,0,0,0
550,Tamodo.com,"{'e': 4140, 'l': 0}",2020-01,0,0,0
551,TGBUS.com,"{'e': 6834067, 'l': 7188090}",2016-11,0,0,0
552,Mac-forums.com,"{'e': 106379, 'l': 104357}",2016-06,0,0,0
553,Forum.Warmane.com,"{'l': 870150, 'e': 879506}",2016-11,0,0,0
554,Alora.io,"{'e': 96392, 'l': 0}",2017-11,0,0,0
555,Forum.excalibur-craft.ru,"{'e': 0, 'l': 238525}",2015-11,0,0,0
556,Kvadroom.ru,"{'e': 17580, 'l': 0}",2019-11,0,0,0
557,Gaadi.com,"{'e': 158593, 'l': 143944}",2015-04,0,0,0
558,Pokémon Negro,"{'l': 0, 'e': 784484}",2016-09,0,0,0
559,xHamster.com,"{'e': 356113, 'l': 0}",2013-06,0,0,0
560,XRP.io,"{'e': 673, 'l': 0}",2020-07,0,0,0
561,1xbet.com,"{'l': 0, 'e': 74770}",,1,0,0
562,ElementalGame.com,"{'l': 2076170, 'e': 2107036}",2012-11,0,0,0
563,OnthiOnline.net,"{'l': 0, 'e': 176527}",2016-11,0,0,0
564,Sinlyxe.cc,"{'l': 523, 'e': 306}",2020-06,0,0,0
565,WiiHacks.com,"{'e': 911367, 'l': 495070}",2013-08,0,0,0
566,Taobao.com,"{'l': 0, 'e': 14744657}",2012-01,0,0,0
567,7k7k.com,"{'e': 7369465, 'l': 0}",2011-01,0,0,0
568,Wattpad.com,"{'e': 272476329, 'l': 26676767}",2020-05,0,0,0
569,Stressing.ninja,"{'l': 2316, 'e': 2492}",2020-03,0,0,0
570,Catho.com,"{'e': 1194381, 'l': 705506}",2020-02,0,0,0
571,Diet.com,"{'e': 26981, 'l': 0}",2014-07,0,0,0
572,AlpineReplay.com,"{'e': 266937, 'l': 206746}",2020-06,0,0,0
573,RewardStyle.com,"{'l': 0, 'e': 55393}",2020-06,0,0,0
574,LiveAuctioneers.com,"{'e': 3175329, 'l': 0}",2020-06,0,0,0
575,Jardcs.org,"{'e': 4723, 'l': 0}",2020-06,0,0,0
576,Omaze.com,"{'e': 31955, 'l': 0}",2020-06,0,0,0
577,VampireFreaks.com,"{'l': 898060, 'e': 999966}",2018-11,0,0,0
578,Hurb.com,"{'e': 4530230, 'l': 0}",2020-06,0,0,0
579,Dave.com,"{'e': 211147, 'l': 0}",2020-06,0,0,0
580,Scentbird.com,"{'l': 0, 'e': 744758}",2020-06,0,0,0
581,Promo.com,"{'e': 1369361, 'l': 0}",2020-06,0,0,0
582,Havenly.com,"{'e': 445122, 'l': 0}",2020-05,0,0,0
583,TrueFire.com,"{'e': 571012, 'l': 544498}",2020-05,0,0,0
584,Chatbooks.com,"{'l': 0, 'e': 1191682}",2020-05,0,0,0
585,Indabamusic.com,"{'l': 0, 'e': 475174}",2020-06,0,0,0
586,Ivoy.mx,"{'e': 109729, 'l': 0}",2020-06,0,0,0
587,Gamers.nu,"{'l': 73855, 'e': 86053}",2011-11,0,0,0
588,Appen.com,"{'e': 1491, 'l': 0}",2020-06,0,0,0
589,Proctoru.com,"{'e': 96323, 'l': 0}",2020-06,0,0,0
590,Vakinha.com.br,"{'l': 0, 'e': 82106}",2020-06,0,0,0
591,Swvl.com,"{'e': 284215, 'l': 0}",2020-06,0,0,0
592,Drizly.com,"{'l': 0, 'e': 363487}",2020-06,0,0,0
593,BeyondUnreal,"{'e': 14600, 'l': 0}",2017-11,0,0,0
594,Ggunim.co.kr,"{'l': 0, 'e': 147256}",2020-06,0,0,0
595,WifeLovers.com,"{'e': 1005884, 'l': 0}",2017-11,0,0,0
596,IngjieSheng.com,"{'l': 0, 'e': 725747}",,0,0,0
597,Weibo.com,"{'l': 0, 'e': 3025855}",2010-11,0,0,0
598,AtzenShop.de,"{'l': 0, 'e': 26751}",2020-07,0,0,0
599,GamerSoul.com,"{'l': 0, 'e': 62498}",2020-04,0,0,0
600,Forums.SoarGames.com,"{'e': 602881, 'l': 557769}",2019-11,0,0,0
601,Telefon-Treff.de,"{'e': 165153, 'l': 0}",2020-06,0,0,0
602,Forum.Nicemc.ru,"{'l': 0, 'e': 40725}",2017-01,0,0,0
603,iCracked.com,"{'e': 9168, 'l': 0}",,0,0,0
604,Patreon.com,"{'e': 192257, 'l': 0}",2015-10,0,0,0
605,Scriptnull.com,"{'l': 0, 'e': 32315}",,0,0,0
606,LeakPeek.com,"{'e': 658, 'l': 0}",2020-07,1,0,0
607,ShockGore.com,"{'e': 67882, 'l': 64740}",,0,0,0
608,DataCamp.com,"{'e': 59649, 'l': 0}",2017-01,0,0,0
609,Plibber.ru,"{'e': 320057, 'l': 0}",,0,0,0
610,UnicoCampania.it,"{'e': 163919, 'l': 0}",2019-12,0,0,0
611,UtahGunExchange.com,"{'e': 11870, 'l': 0}",2020-07,0,0,0
612,Pampling.com,"{'e': 342143, 'l': 0}",2019-12,0,0,0
613,Joygame.com,"{'l': 0, 'e': 624880}",2019-12,0,0,0
614,Heavy-R.com,"{'e': 121030, 'l': 0}",2019-11,0,0,0
615,StreamCraft.net,"{'e': 494334, 'l': 424550}",2020-06,0,0,0
616,m4maths.com,"{'l': 0, 'e': 1074189}",2020-07,0,0,0
617,Xado.us,"{'e': 11928, 'l': 0}",2020-09,0,0,0
618,ZooVille.org,"{'e': 8300, 'l': 0}",2019-08,0,0,0
619,Quidd.co (2020),"{'e': 237321, 'l': 0}",2019-11,0,0,0
620,Homechef.com,"{'l': 0, 'e': 535531}",2018-11,0,0,0
621,Braingenie.ck12.org,"{'e': 115207, 'l': 0}",2018-11,0,0,0
622,HelloTravel.com,"{'e': 6359, 'l': 0}",2019-11,0,0,0
623,bbicecream.com,"{'e': 63777, 'l': 0}",2015-09,0,0,0
624,ActionNetwork.com,"{'e': 101003, 'l': 0}",2019-11,0,0,0
625,AntiAgent.ru,"{'e': 52575, 'l': 0}",2020-08,0,0,0
626,LongFiles.com,"{'e': 41739, 'l': 0}",2019-12,0,0,0
627,Photohost.ru,"{'l': 0, 'e': 19236}",,0,0,0
628,vstomp.hotoneaudio.com,"{'e': 18047, 'l': 0}",,0,0,0
630,BrandNewTube.com,"{'e': 94450, 'l': 91193}",2020-10,0,0,0
631,Sweclockers.nu,"{'l': 119960, 'e': 125419}",2015-05,0,0,0
632,Piggyback.com,"{'e': 408385, 'l': 0}",,0,0,0
633,VimeWorld.ru,"{'l': 4346599, 'e': 4467553}",2017-11,0,0,0
634,Prospero.ru,"{'l': 17896, 'e': 21026}",2020-09,1,0,0
635,Rematazo.com,"{'e': 431375, 'l': 0}",2019-11,0,0,0
636,Esports.pl,"{'e': 45542, 'l': 39672}",,0,0,0
637,PromoFarma.com,"{'e': 541943, 'l': 0}",2019-07,0,0,0
638,StarTribune.com,"{'e': 559096, 'l': 520922}",2020-09,0,0,0
639,Minted.com,"{'e': 3819841, 'l': 0}",2020-01,0,0,0
640,TheWinkStore.com,"{'e': 227472, 'l': 0}",2020-10,0,0,0
641,Rzd-bonus.ru,"{'e': 536347, 'l': 0}",2020-10,0,0,0
642,HTCMania.com,"{'e': 1077261, 'l': 0}",2019-12,0,0,0
643,BattleRoyaleForums.com,"{'e': 30042, 'l': 28997}",,0,0,0
644,Glofox.com,"{'e': 1447068, 'l': 0}",2020-10,0,0,0
645,Konkurent.ru,"{'e': 1451, 'l': 0}",2020-10,0,0,0
646,Redmart.lazada.sg,"{'e': 901783, 'l': 0}",2020-10,0,0,0
647,Eatigo.com,"{'e': 1096330, 'l': 0}",2020-10,0,0,0
648,AnimalJam.com,"{'e': 1702738, 'l': 16637410}",2020-09,0,0,0
649,123RF.com,"{'e': 7793093, 'l': 7640665}",2020-02,0,0,0
650,Newmeet.com,"{'l': 0, 'e': 1078441}",2016-11,0,0,0
651,Shopback.com,"{'e': 5340758, 'l': 0}",2020-04,0,0,0
652,Eskimi.com,"{'e': 1089878, 'l': 21656870}",2020-09,0,0,0
653,Famm.us,"{'l': 0, 'e': 946850}",2020-09,0,0,0
654,Geniusu.com,"{'e': 23989, 'l': 0}",2020-02,0,0,0
655,Peatix.com,"{'e': 939258, 'l': 0}",2018-12,0,0,0
656,IIMjobs.com,"{'l': 0, 'e': 1300214}",2020-10,0,0,0
657,Cit0day,"{'e': 81239855, 'l': 0}",,0,0,1
9273,MemoryBreak.com,"{'e': 39059, 'l': 34068}",2020-11,0,0,0
9274,Pluto.tv,"{'e': 2137495, 'l': 0}",2018-09,0,0,0
9275,TheMafiaBoss.com,"{'l': 14546, 'e': 16410}",2019-09,0,0,0
9276,Anijan.com,"{'e': 1445138, 'l': 1356051}",,0,0,0
9277,Forums.vkmonline.com,"{'e': 558923, 'l': 344321}",2020-11,0,0,0
9278,JoyGames.me,"{'e': 2833119, 'l': 2684772}",2020-12,0,0,0
9279,Gsmhosting.com,"{'e': 1936921, 'l': 1739699}",2015-11,0,0,0
9280,Ledger.com,"{'e': 1074419, 'l': 0}",2020-05,0,1,0
9281,Universarium.ru,"{'l': 0, 'e': 564957}",2019-10,0,1,0
9282,Bbgpoint.com,"{'e': 33356, 'l': 0}",2020-11,0,0,0
9283,Bankir.ru,"{'e': 26557, 'l': 21447}",,0,0,0
9284,Havenly.com (2021),"{'e': 494045, 'l': 0}",2020-11,0,1,0
9285,Searchengines.ru,"{'e': 73291, 'l': 67278}",2015-11,0,0,0
9286,Photolamus.com,"{'e': 11413, 'l': 0}",2020-12,0,0,0
9287,lolzteam.net,"{'l': 0, 'e': 398047}",2019-02,0,1,0
9288,Rubukkit.org,"{'e': 98342, 'l': 0}",2016-11,0,1,0
9289,Bookmate.com,"{'l': 0, 'e': 3825743}",2018-07,0,1,0
9290,Pixlr.com,"{'e': 1905998, 'l': 0}",2020-02,0,1,0
9291,Bonobos.com,"{'e': 158965, 'l': 0}",2019-11,0,0,0
9292,Wongnai.com,"{'e': 799782, 'l': 0}",2019-11,0,0,0
9293,Nmmoney.xyz,"{'e': 128951, 'l': 0}",,0,0,0
9294,Buyucoin.com,"{'l': 0, 'e': 27027}",2019-11,0,0,0
9295,Jefit.com,"{'e': 2861398, 'l': 0}",2020-05,0,0,0
9296,GoNitro.com,"{'e': 450042, 'l': 0}",2020-08,0,0,0
9297,MeetMindful.com,"{'l': 0, 'e': 497554}",,0,0,0
9298,Learnable.com,"{'l': 0, 'e': 85072}",,0,0,0
9299,Reddoorz.com,"{'l': 0, 'e': 42203}",2020-09,0,0,0
9300,Joyheat.com,"{'e': 96937, 'l': 0}",2020-11,0,0,0
9301,Onlinepianist.com,"{'l': 0, 'e': 162410}",2020-10,0,0,0
9302,WeLeakData.com,"{'e': 0, 'l': 77997}",2019-11,1,0,0
9303,CityBee.lt,"{'l': 0, 'e': 66469}",2018-02,0,0,0
9304,Filmai.in,"{'l': 573025, 'e': 644138}",2018-11,0,0,0
9305,Jivo.ru,"{'l': 0, 'e': 150235}",2019-11,0,0,0
9306,Antichat.ru,"{'l': 24432, 'e': 27599}",2009-11,0,0,0
9307,Remote-control-world.eu,"{'e': 65213, 'l': 0}",,0,0,0
9308,RuneHQ.com,"{'e': 9956, 'l': 9207}",2015-11,0,0,0
9309,WeLeakInfo.com (Stripe orders),"{'l': 0, 'e': 11121}",2020-01,0,1,0
9310,Albumwash.com,"{'l': 322355, 'e': 378696}",2021-01,0,0,0
9311,Liker.com,"{'l': 0, 'e': 21120}",2021-02,0,0,0
9313,Xat.com,"{'e': 5193089, 'l': 5041698}",2014-11,0,0,0
9314,Bookchor.com,"{'l': 0, 'e': 143347}",2021-02,0,0,0
9315,Dark-Wind.com,"{'l': 89121, 'e': 93845}",,0,0,0
9316,Armynavydeals.com,"{'l': 0, 'e': 165602}",2017-11,1,0,0
9317,Facebook.com,"{'l': 0, 'e': 2863953}",2018-11,0,1,0
9318,Rds.it,"{'e': 36697, 'l': 0}",2020-12,0,0,0
9319,Free.navalny.com,"{'e': 529486, 'l': 0}",2021-02,0,1,0
9320,Loveplanet.ru,"{'l': 6092998, 'e': 6034396}",2014-11,0,0,0
9321,Bigbasket.com,"{'e': 19445676, 'l': 0}",2021-03,0,0,0
9322,Parkmobile.io,"{'e': 5988871, 'l': 0}",2021-02,0,0,0
9323,Vipoferta.bg,"{'e': 278575, 'l': 0}",2020-11,0,0,0
9324,DailyQuiz.me,"{'e': 9670052, 'l': 11168157}",,0,0,0
9325,Wowhead.com,"{'e': 199412, 'l': 198372}",2019-10,0,0,0
9326,Clashofclansbuilder.com,"{'e': 713364, 'l': 708727}",,0,0,0
9328,Kroobannok.com,"{'l': 69565, 'e': 38808}",2020-11,0,0,0
9329,Mineserv.eu,"{'e': 52584, 'l': 0}",,1,0,0
9330,Bigbarn.co.uk,"{'l': 0, 'e': 16516}",2018-11,1,0,0
9331,TigTag.com,"{'e': 453540, 'l': 429861}",2021-05,0,0,0
9332,Essays-experts.com,"{'l': 0, 'e': 1501}",2021-05,0,0,0
9333,D4tabase.com,"{'e': 20672, 'l': 0}",,1,0,0
9334,DashHacks.com,"{'e': 145443, 'l': 0}",2015-11,0,0,0
9335,Wii-Records.com,"{'l': 12121, 'e': 0}",,1,0,0
9336,Paddyfield.com.hk,"{'l': 0, 'e': 17632}",,1,0,0
9337,Rootkit.com,"{'e': 59661, 'l': 0}",2010-11,0,0,0
9338,Agents.ncl.eu,"{'e': 27062, 'l': 0}",2020-02,0,0,0
9339,Readnovel.com,"{'l': 13138976, 'e': 18370746}",2019-04,0,0,0
9340,Coinsbit.io,"{'e': 10924, 'l': 0}",2020-05,1,0,0
9341,DateHotBrunettes.com,"{'l': 1407572, 'e': 1377011}",2021-04,0,0,0
9342,FBK/SmartVote/Free.navalny.com,"{'e': 2273558, 'l': 0}",2020-11,1,1,1
9343,Nomer.io,"{'l': 0, 'e': 195421}",2021-07,0,0,0
9345,Doxbase.cc,"{'l': 744, 'e': 746}",2021-03,0,0,0
9346,ZeusGame.me,"{'e': 283276, 'l': 0}",2019-11,0,0,0
9347,Lalacat.net,"{'e': 4584, 'l': 0}",,1,0,0
9348,Jassume.com,"{'l': 0, 'e': 717326}",2020-11,0,0,0
9349,OnlineTours.ru,"{'e': 22172, 'l': 0}",2021-05,0,1,0
9350,Mayngames.com,"{'e': 231666, 'l': 0}",2020-11,0,0,0
9351,Niir.org,"{'l': 0, 'e': 154835}",2021-07,0,0,0
9352,Unmined.io,"{'l': 0, 'e': 114194}",2020-10,0,0,0
9353,Aimware.net,"{'l': 51683, 'e': 95379}",2019-03,0,0,0
9354,Forums.MyPirata.me,"{'e': 312079, 'l': 242904}",2019-12,0,0,0
9355,Glory4Gamers.com / Nicecactus.gg,"{'l': 77399, 'e': 78852}",2015-11,0,0,0
9356,Eccie.net,"{'l': 0, 'e': 282957}",2021-02,0,0,0
9357,JamTangan.com,"{'e': 207731, 'l': 0}",2021-06,0,0,0
9358,Guarented.com,"{'e': 15824, 'l': 0}",2021-08,0,0,0
9359,Hopponworks.com,"{'e': 7282, 'l': 0}",2021-04,0,0,0
9360,Brisbanebbs.com,"{'e': 145088, 'l': 0}",2021-03,0,0,0
9362,USA.life,"{'e': 34585, 'l': 21992}",2019-11,0,0,0
9363,Codeleakers.com,"{'e': 14872, 'l': 14227}",2021-07,0,0,0
9364,500px.com,"{'e': 191209, 'l': 0}",2017-11,0,0,0
9365,Guntrader.co.uk,"{'e': 16291, 'l': 0}",2021-06,0,0,0
9366,Yoreparo.com,"{'e': 860561, 'l': 0}",,0,0,0
9367,GlobalCrypto.exchange,"{'e': 1067838, 'l': 0}",2021-05,1,0,0
